gene_name	WT_0h_rep_1	WT_0h_rep_2	WT_0h_rep_3	WT_0h_rep_4	WT_1h_rep_1	WT_1h_rep_2	WT_1h_rep_3	WT_1h_rep_4	WT_2h_rep_1	WT_2h_rep_2	WT_2h_rep_3	WT_2h_rep_4	WT_4h_rep_1	WT_4h_rep_2	WT_4h_rep_3	WT_4h_rep_4
Fastkd2	139	211	137	185	204	152	176	182	143	148	163	212	94	110	120	123
4933402D24Rik	0	4	0	2	2	0	0	0	0	0	0	1	0	0	1	0
Gm13749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klf7	56	68	54	65	323	281	341	339	224	447	510	387	188	216	184	232
Creb1	522	749	480	554	535	534	550	545	481	592	633	785	374	581	585	462
Mettl21a	54	114	53	66	34	37	30	50	22	28	37	53	19	26	27	19
2810408I11Rik	15	26	23	31	20	25	20	31	13	11	17	25	2	13	6	5
Ccnyl1	130	151	100	124	112	127	146	118	177	244	253	266	212	350	340	256
Fzd5	90	107	97	102	154	162	148	149	122	183	167	175	141	228	243	122
Plekhm3	830	1085	806	941	1169	1142	1093	1101	908	1260	1206	1225	508	507	512	486
Akr1cl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm8550	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Cryge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Crygd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
D630023F18Rik	2	5	6	3	0	3	4	0	4	4	0	0	0	1	1	0
Idh1	1902	3028	1716	2594	1887	1778	1987	1806	1038	1631	1706	1734	484	889	951	654
Pikfyve	1013	1905	1192	1149	1113	1199	1242	936	876	1248	1284	1263	1531	2749	3849	1855
Pth2r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Crygf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2	19	6	0	40	17	2	6	27	11	0	2	33	9	9	6	12
Gm10558	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0
Unc80	2	1	0	0	4	6	14	6	5	5	9	15	24	23	29	22
Rpe	295	481	297	359	299	254	268	314	312	303	320	403	347	464	460	385
Kansl1l	290	511	348	273	342	379	550	316	211	406	499	306	197	362	408	243
Acadl	572	961	543	705	704	644	719	642	507	721	747	888	483	731	661	566
Myl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lancl1	64	109	82	71	42	84	95	56	41	66	70	76	21	28	43	36
Cps1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0
Erbb4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm19335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ikzf2	17	43	28	16	12	35	14	20	4	4	17	9	36	46	54	37
Spag16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bard1	131	301	198	212	151	194	190	165	50	72	101	150	16	43	30	30
Abca12	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Atic	278	269	213	326	267	196	204	335	195	194	175	274	104	122	120	110
Fn1	16	45	11	26	13	22	26	12	13	31	40	26	21	21	18	10
Apol7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm5528	2	0	0	0	2	2	2	2	1	0	0	1	0	0	0	1
Mreg	0	2	1	1	2	3	0	2	1	0	2	0	0	2	2	0
Pecr	31	28	40	33	30	21	31	35	19	33	16	36	22	12	24	6
Tmem169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xrcc5	6	8	5	8	8	4	5	4	6	5	7	2	0	3	9	2
Marchf4	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0
Smarcal1	135	247	169	138	108	134	151	139	53	103	100	118	55	83	76	60
Ankar	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Rpl37a	1178	2435	1364	1702	1327	1528	2044	1717	990	1617	1856	1854	786	1391	1797	1162
Igfbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030407O03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tns1	503	1474	958	531	526	1017	949	386	228	783	763	337	19	126	206	22
Rufy4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcr2	4	1	0	1	2	5	3	3	2	0	3	3	0	1	0	0
Cxcr1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Mir1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpc2	4020	6121	3788	5089	4412	4142	4225	4876	3186	4349	4032	4965	2798	4040	4007	3592
Gpbar1	3	0	1	3	4	5	2	0	1	3	0	0	0	2	2	4
Aamp	546	929	508	643	692	684	749	732	486	786	763	772	397	603	675	471
Pnkd	148	177	119	156	112	152	151	118	86	119	139	170	63	75	90	72
Tmbim1	200	327	200	234	257	235	307	277	176	270	292	308	110	274	217	145
Catip	7	8	11	13	4	1	6	3	0	1	2	3	0	1	2	2
Slc11a1	1822	2325	1574	2302	1975	1742	1957	2275	1297	1576	1702	2106	873	1200	1230	1218
Ctdsp1	494	961	607	571	531	638	721	558	340	484	489	432	173	269	296	159
Mir26b	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	1
Vil1	1	2	1	1	1	2	0	0	2	2	0	0	1	0	2	0
Usp37	212	369	254	252	179	155	181	154	68	98	85	88	33	63	76	38
Cnot9	357	587	375	432	327	317	259	381	205	332	239	325	122	166	176	121
Plcd4	2	4	2	3	0	0	4	1	1	2	2	0	0	0	0	2
Zfp142	151	268	150	215	137	120	141	99	82	126	136	146	40	104	94	57
Bcs1l	73	130	82	83	64	81	60	61	28	45	75	62	21	34	42	24
Rnf25	47	104	84	44	63	77	85	58	43	41	57	79	26	52	65	51
Stk36	6	22	5	17	9	11	5	4	3	11	12	6	1	2	2	3
Ttll4	122	201	120	109	84	105	110	73	47	41	74	78	14	22	41	17
Cyp27a1	145	416	217	117	120	281	142	85	54	127	149	100	42	95	140	51
Prkag3	0	1	7	0	0	0	1	0	1	0	3	0	0	2	1	0
Wnt6	2	8	1	2	3	0	0	2	11	4	6	9	8	5	5	7
Wnt10a	0	0	0	0	1	0	0	0	3	0	2	3	3	0	2	1
Cdk5r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap65	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Ihh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhej1	19	38	19	24	11	19	13	15	8	14	13	13	10	8	11	8
Slc23a3	4	0	0	0	0	0	1	0	0	2	0	1	1	2	0	1
Cnppd1	285	563	406	321	260	434	431	265	228	360	341	329	234	350	342	331
Retreg2	397	841	548	508	402	475	500	404	248	371	392	391	183	277	252	273
Zfand2b	70	129	69	96	73	85	104	112	55	125	92	139	82	92	108	100
Abcb6	89	130	100	148	104	87	87	113	75	99	68	89	50	62	57	58
Atg9a	180	247	187	204	211	236	277	217	167	265	232	274	131	204	142	193
Ankzf1	71	100	75	91	77	108	125	103	59	108	105	77	53	78	65	67
Glb1l	79	116	89	84	80	102	113	68	51	79	96	58	26	49	36	38
Stk16	234	359	215	255	218	222	293	204	120	218	265	266	128	163	203	147
Tuba4a	135	134	85	183	164	92	115	133	74	78	74	136	27	41	36	29
A630095N17Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dnajb2	16	32	13	37	56	52	71	71	53	71	107	116	31	45	57	44
Ptprn	7	6	4	5	8	9	6	17	5	11	5	12	4	8	11	21
Resp18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnpep	310	500	306	401	369	320	340	372	248	429	375	386	198	248	290	224
Des	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speg	924	1514	964	1292	1068	998	1156	1051	461	791	806	726	183	229	263	194
Gmppa	111	156	129	159	121	117	109	118	95	134	121	149	70	95	103	77
Asic4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	2	4	0	3	0	0	0	3	4	0	1	1	3	1	1	1
Tmem198	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1
Obsl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stk11ip	97	138	136	110	105	139	136	110	78	135	131	121	44	62	81	35
Slc4a3	5	3	6	0	5	3	10	4	3	8	1	6	1	9	6	3
Gm17751	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Epha4	0	0	1	0	2	0	1	5	7	6	5	7	17	15	7	5
Pax3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm2102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sgpp2	11	11	8	2	4	1	10	5	1	3	3	4	1	0	0	0
Farsb	449	531	293	472	422	288	311	465	247	311	285	432	176	189	253	190
Mogat1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Acsl3	378	377	170	363	395	191	188	316	148	219	124	160	24	26	31	38
Utp14b	372	323	196	342	303	150	182	276	57	102	85	112	21	11	11	17
Kcne4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Ap1s3	50	68	35	68	47	32	48	66	39	42	27	72	27	19	31	29
Wdfy1	440	671	416	522	462	404	413	394	297	403	377	481	260	452	394	313
Gm10555	0	5	0	0	0	1	1	1	0	0	0	0	0	4	1	1
Mrpl44	81	129	85	99	62	57	64	62	38	37	50	52	39	57	80	70
Serpine2	1	6	1	2	2	3	4	2	0	8	2	1	0	3	2	0
Fam124b	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0
Cul3	853	1475	855	974	1181	1170	1360	1206	954	1321	1442	1490	804	1295	1261	916
1700016L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dock10	2412	3731	2486	2609	3657	3253	4046	3085	4888	6976	7726	6768	4977	6816	8433	5326
Nyap2	6	4	0	0	3	9	12	9	2	12	6	0	5	6	32	1
Irs1	0	1	1	0	0	2	0	0	0	0	0	2	0	0	0	0
Gm19537	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0
Rhbdd1	258	349	218	333	266	226	263	267	181	276	236	290	151	171	202	153
Gm19552	26	17	19	9	14	24	26	19	13	7	8	8	6	9	8	8
Col4a4	2	2	6	2	1	1	2	0	3	5	2	0	0	0	0	1
Col4a3	4	6	4	8	7	4	11	8	3	8	5	14	3	11	15	5
Mff	655	1146	614	816	854	821	898	891	654	967	882	963	541	775	961	708
Tm4sf20	4	10	5	4	4	1	5	1	1	0	6	0	1	5	4	1
Gm17764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	541	715	443	511	910	725	844	752	712	1145	976	1031	505	967	1128	569
Slc19a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krtap28-13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	4	0	0	2	1	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pid1	1186	1622	1092	1481	1355	1089	1361	1496	856	1144	1194	1320	644	878	987	932
Dner	20	10	8	25	32	7	2	26	16	13	14	27	9	10	2	19
Mir5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	2751	4464	2793	3066	3382	3266	3413	3066	2780	3674	3753	4220	3356	4994	5108	3812
Fbxo36	15	27	33	21	30	23	39	32	19	22	26	32	16	21	20	19
Slc16a14	1	2	2	6	4	1	1	3	1	0	3	3	0	0	0	2
Gm15433	1	2	0	0	0	0	1	0	1	1	7	1	2	4	8	4
A530032D15Rik	10	38	23	13	60	55	76	26	208	239	348	234	343	461	625	275
A530040E14Rik	39	89	67	28	126	159	188	77	548	745	843	766	875	1240	1985	797
Gm7609	4	11	11	4	6	14	24	3	18	14	22	20	24	36	58	28
C130026I21Rik	18	20	21	23	57	41	63	35	171	203	285	174	300	354	554	246
Gm2666	0	0	0	0	0	0	0	0	0	0	1	0	4	6	4	1
Gm2427	7	8	8	4	11	19	20	12	69	63	75	75	67	116	167	55
Sp110	300	627	518	389	406	617	783	460	896	1333	1659	1308	2249	3395	3956	2495
Sp140	174	434	322	200	301	351	493	274	1023	1424	1718	1514	2245	3330	4058	2637
Gm10552	4	7	3	7	25	37	34	17	93	110	160	127	130	180	287	122
Sp100	864	2378	1895	1104	907	1689	2497	900	1117	1922	2887	1940	3941	5945	6227	5063
A630001G21Rik	128	254	184	156	204	204	240	172	191	283	325	286	322	388	427	444
Cab39	1843	3016	1808	1987	1987	1882	1916	1913	1294	1824	1769	1964	784	1144	1290	953
Itm2c	802	1289	755	871	905	851	907	784	590	865	761	910	513	788	788	583
4933407L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr55	0	3	0	0	2	0	1	0	0	0	0	0	1	0	0	2
Spata3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd1	2209	3210	1870	2684	2638	2171	2561	2860	1963	2508	2471	3275	1438	1819	1983	1741
Htr2b	75	82	50	80	82	72	78	100	44	61	46	44	27	24	29	23
Armc9	41	72	48	46	24	27	38	29	13	21	27	19	1	13	18	6
B3gnt7	4	10	2	8	4	8	0	3	4	2	6	17	6	5	7	15
Gm5258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncl	6209	9970	6161	8499	7105	6801	9920	9115	4622	7705	9674	8874	3304	5631	6574	4943
Snora75	1	1	0	1	0	1	0	1	1	0	0	1	0	3	0	0
Snord82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130036L24Rik	5	6	0	3	0	5	3	0	1	0	2	1	0	0	3	1
Nmur1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tex44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ptma	10158	16476	10542	14335	9949	10529	13157	13995	6787	10228	12148	14095	5479	9241	9971	8767
Pde6d	74	144	80	95	80	90	86	74	63	79	70	82	34	64	67	56
Cops7b	54	84	60	72	45	30	34	36	37	43	51	64	27	37	62	35
Nppc	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Dis3l2	95	158	124	127	147	131	137	109	79	115	95	119	68	101	114	61
Alppl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Ecel1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
Prss56	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Chrnd	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Chrng	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0
Eif4e2	688	974	644	830	775	771	888	849	560	771	795	1065	483	772	813	648
Efhd1	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0
Gigyf2	657	1068	727	810	744	729	863	650	561	846	971	971	481	655	832	566
Kcnj13	8	8	13	5	12	8	15	7	5	10	4	8	5	5	11	4
Snorc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngef	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A530079E22Rik	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Gm6153	4	5	2	4	9	5	1	3	2	3	0	4	3	5	1	3
Neu2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp5d	1286	2370	1619	1527	1362	1722	1741	1271	566	1125	1072	778	96	299	242	84
Atg16l1	131	221	151	184	117	110	103	86	101	132	132	192	217	276	318	270
Scarna6	1	1	1	4	0	3	0	2	4	0	1	4	2	3	2	0
Sag	3	5	1	2	3	4	3	1	2	1	4	0	9	9	3	4
Gm19582	1	2	4	5	0	2	0	0	3	4	0	2	0	1	0	0
Dgkd	1135	1335	951	1164	1127	1012	1060	1089	563	797	693	876	242	315	375	245
Usp40	275	465	299	316	196	239	226	208	212	224	259	304	329	454	488	405
Ugt1a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a7c	398	574	404	524	410	426	341	506	265	417	350	505	206	239	247	294
Ugt1a6b	19	22	16	30	21	23	10	29	7	13	12	21	13	11	18	10
Ugt1a6a	33	58	28	52	26	25	19	34	23	23	20	24	17	14	19	26
Ugt1a5	3	15	8	3	1	7	0	0	1	0	2	4	1	0	0	1
Ugt1a2	5	3	6	2	1	1	0	0	0	2	0	1	0	0	0	1
Dnajb3	1	3	4	1	0	0	0	0	1	0	1	0	0	5	0	0
Ugt1a1	4	4	3	0	0	2	4	1	1	0	0	3	0	0	2	3
Mroh2a	6	10	3	4	2	7	6	4	4	6	6	3	5	10	5	11
Hjurp	244	437	286	299	157	206	208	181	100	122	174	137	30	71	57	45
6430706D22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trpm8	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0
Spp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glrp1	62	122	66	75	60	68	102	51	35	95	82	50	61	128	169	58
Gm19589	2	1	0	0	1	0	0	0	1	0	5	0	0	0	1	0
Arl4c	500	919	665	693	642	925	861	622	162	444	391	238	22	114	126	22
Platr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Sh3bp4	41	52	40	39	56	50	68	58	167	204	231	218	112	171	127	141
C030007H22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap1	584	716	481	692	729	505	637	730	386	378	467	602	145	186	230	147
4933400F21Rik	25	38	17	24	11	12	11	3	1	6	3	7	1	0	0	0
Gbx2	1	2	4	1	4	1	2	2	0	1	0	1	1	0	0	0
Asb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqca	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops8	292	497	317	349	420	349	440	358	324	413	458	462	357	488	543	394
Gm9991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col6a3	0	2	0	0	0	1	2	0	0	4	0	0	4	1	2	0
Mlph	7	33	9	12	6	16	13	1	2	9	13	3	0	0	0	0
Prlh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lrrfip1	1130	1709	1052	1465	1931	1670	1925	1825	1544	2310	2367	2332	344	1266	1253	348
Rbm44	28	34	6	17	24	11	13	18	6	4	2	5	0	0	0	0
Ramp1	22	74	29	31	26	36	35	9	13	41	21	27	10	20	34	13
Ube2f	283	428	251	351	652	641	842	635	654	1046	1242	1149	597	902	990	743
Scly	332	485	294	447	324	396	387	332	207	435	374	358	180	261	266	198
Espnl	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Klhl30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Erfe	6	19	8	6	10	9	2	8	6	7	6	10	3	3	4	3
Ilkap	133	199	119	164	153	108	141	121	109	133	155	163	64	92	103	68
1700020N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes6	59	100	51	66	36	45	38	52	13	32	31	35	28	22	32	19
Per2	16	56	37	14	15	42	48	14	4	11	16	6	2	1	1	1
Traf3ip1	41	75	53	39	36	31	51	40	27	19	37	34	18	37	27	22
Asb1	96	139	86	80	86	114	84	69	48	57	93	67	43	36	63	39
Twist2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdac4	175	278	169	189	202	154	166	176	107	134	125	126	40	67	67	59
Ndufa10	420	678	420	592	497	451	485	590	356	544	525	616	297	472	449	411
Olfr1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cops9	793	1245	722	1137	758	734	854	906	551	911	955	1045	608	777	822	767
Otos	1	5	1	1	0	1	0	1	0	0	1	3	2	0	0	0
Gpc1	51	36	13	67	68	29	16	94	53	19	32	103	74	53	39	104
Mir149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankmy1	0	3	1	4	0	4	4	1	0	1	3	3	1	7	6	2
Dusp28	22	24	19	20	17	9	20	27	20	35	33	30	33	68	42	45
Rnpepl1	404	651	459	526	474	454	501	416	342	425	435	517	488	573	583	581
9430060I03Rik	2	8	0	7	0	4	2	0	1	0	2	0	1	1	2	0
Capn10	28	47	36	43	29	28	20	15	11	23	17	12	22	23	17	27
Gpr35	41	26	20	51	11	20	27	17	7	10	12	11	6	1	3	7
Aqp12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif1a	7	4	6	6	0	3	8	10	9	6	12	3	3	9	6	12
Agxt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mab21l4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocc2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sned1	0	5	3	0	1	1	1	0	1	1	0	0	3	0	2	2
Mterf4	38	47	33	36	18	27	19	26	22	20	28	19	10	26	25	12
Pask	69	146	89	84	65	79	80	67	18	47	51	43	6	9	11	6
Ppp1r7	299	523	338	376	309	311	391	318	217	259	354	333	117	239	246	166
Ano7	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0
Hdlbp	1975	2651	1682	2245	2478	1914	1897	2274	1750	2249	1929	2451	1358	1524	1707	1337
Septin2	2029	3258	1917	2510	2366	2245	1842	2218	1827	2418	1861	2811	1624	2148	2137	1938
Farp2	35	71	50	54	50	56	46	44	23	37	24	51	15	25	24	29
Stk25	191	284	203	255	214	213	172	175	150	253	178	203	112	151	176	137
Bok	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Thap4	69	93	75	78	76	76	64	63	46	71	78	93	14	36	31	23
Atg4b	204	314	209	166	199	169	175	169	108	196	172	188	87	138	165	96
Dtymk	167	257	158	176	156	125	169	168	75	129	139	173	32	59	63	55
Ing5	155	205	145	179	166	196	190	205	121	190	169	160	33	72	38	44
D2hgdh	112	173	110	102	76	84	72	100	54	49	54	72	16	24	23	22
Gal3st2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gal3st2b	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7889	3	1	1	2	0	0	1	1	6	0	0	2	0	0	0	0
Gal3st2c	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Neu4	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1	0
Pdcd1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Fam174a	283	510	311	438	319	323	327	416	213	276	284	418	218	220	293	273
St8sia4	666	1266	762	733	529	693	594	670	309	385	480	499	99	273	400	172
4930598F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco4c1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Panct2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
Gm7133	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0
Gm7135	2	0	1	0	0	0	0	0	0	0	2	1	9	6	5	1
Macir	303	390	273	367	232	246	267	252	296	485	485	474	461	790	869	611
Ppip5k2	478	683	465	458	466	437	419	408	435	556	490	633	565	809	767	729
Gin1	58	91	44	70	57	54	55	37	35	32	31	41	13	43	38	22
Pam	232	303	180	322	316	221	224	307	246	252	226	382	144	198	190	198
B230216N24Rik	10	10	11	11	47	44	47	35	9	23	19	21	2	4	3	6
1810006J02Rik	2	1	0	0	0	4	2	0	0	0	1	0	0	1	2	0
Slco6d1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cntnap5b	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rnf152	0	1	0	0	1	0	3	1	0	0	3	1	6	4	14	1
Gm17634	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pign	376	589	407	417	389	380	327	369	267	370	321	406	254	435	381	330
Relch	285	503	317	349	246	320	274	232	281	344	429	438	205	479	358	243
Gm10193	2	1	4	3	2	1	4	3	1	2	0	3	1	0	4	1
Tnfrsf11a	639	753	534	728	603	504	602	633	515	617	711	801	418	841	707	622
Gm7160	10	23	22	15	20	24	28	11	17	43	39	33	31	38	67	34
Zcchc2	448	611	494	482	435	555	539	389	1286	1884	1850	1854	1289	2719	2340	1632
Gm20753	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	2
Phlpp1	205	224	185	184	234	230	258	254	245	263	310	387	553	329	911	546
Bcl2	246	143	126	248	224	103	135	251	116	141	125	152	16	25	37	19
D630008O14Rik	2	1	0	0	1	0	1	0	0	3	0	0	0	0	0	0
Kdsr	130	218	154	150	86	131	118	118	53	133	101	99	31	41	40	34
Vps4b	1205	1987	1152	1342	1579	1581	1923	1360	1106	1571	1682	1599	800	1230	1628	865
Serpinb5	0	3	0	3	0	1	0	0	0	1	0	0	0	0	0	0
Serpinb12	19	14	10	32	22	7	3	26	11	2	7	10	3	6	6	11
Serpinb13	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
